Date,SMM-REM-NDM,SMM-REO-DXO,SMM-MIN-GAL,SMM-MIN-GMN,SMM-REM-RCB
2025-03-10,562000,1705.0,1705,15450,220000
2025-03-11,562000,1705.0,1705,15450,240000
2025-03-12,562000,1705.0,1805,15450,241000
2025-03-13,562000,1705.0,1825,15100,242500
2025-03-14,562000,1705.0,1825,15100,247500
2025-03-17,562000,1705.0,1855,15100,247500
2025-03-18,562000,1690.0,1855,15050,247500
2025-03-19,562000,1690.0,1875,15050,246500
2025-03-20,562000,1690.0,1875,14950,246000
2025-03-21,562000,1675.0,1875,14950,243500
2025-03-24,562000,1665.0,1875,14950,244000
2025-03-25,562000,1655.0,1875,14950,245000
2025-03-26,555000,1635.0,1815,14850,245000
2025-03-27,555000,1640.0,1815,14850,245000
2025-03-28,555000,1650.0,1815,14850,244500
2025-03-31,561000,1660.0,1815,14850,244500
2025-04-01,561000,1660.0,1775,15400,244500
2025-04-02,561000,1660.0,1775,15400,244000
2025-04-03,561000,1680.0,1775,15400,244000
2025-04-07,561000,1680.0,1775,15400,239500
2025-04-08,561000,1695.0,1775,15400,239000
2025-04-09,561000,1685.0,1775,15400,234500
2025-04-10,556000,1690.0,1775,15400,234000
2025-04-11,556000,1690.0,1775,15400,234000
2025-04-14,556000,1695.0,1775,15400,235500
2025-04-15,551000,1695.0,1775,15400,236500
2025-04-16,545000,1680.0,1775,15400,238000
2025-04-17,545000,1680.0,1775,15400,240000
2025-04-18,545000,1645.0,1775,15400,240000
2025-04-21,540000,1645.0,1775,15400,240000
2025-04-22,530000,1640.0,1775,15400,240000
2025-04-23,525000,1615.0,1775,15400,240250
2025-04-24,524000,1610.0,1775,15400,240500
2025-04-25,516000,1610.0,1775,15400,240500
2025-04-28,517500,1610.0,1775,15400,240500
2025-04-29,517500,1605.0,1775,15400,241000
2025-04-30,517500,1600.0,1775,15400,242000
2025-05-06,517500,1600.0,1775,15400,242000
2025-05-07,520000,1610.0,1775,15300,242000
2025-05-08,523000,1610.0,1775,15300,242000
2025-05-09,527000,1645.0,1775,15300,242000
2025-05-12,527000,1645.0,1775,15300,242250
2025-05-13,547500,1665.0,1755,15300,242250
2025-05-14,546000,1655.0,1725,15300,242050
2025-05-15,546000,1655.0,1725,15300,242050
2025-05-16,546000,1645.0,1725,15000,242050
2025-05-19,546000,1645.0,1725,15000,241550
2025-05-20,535000,1630.0,1725,15000,241300
2025-05-21,535000,1625.0,1725,15000,239300
2025-05-22,532500,1625.0,1725,15000,236000
2025-05-23,532500,1625.0,1725,15000,235850
2025-05-26,537500,1625.0,1725,15000,235500
2025-05-27,537500,1625.0,1725,15000,234000
2025-05-28,537500,1625.0,1725,15000,234000
2025-05-29,540000,1615.0,1725,15000,234000
2025-05-30,546000,1620.0,1725,15000,233900
2025-06-03,546000,1630.0,1725,15000,233900
2025-06-04,544000,1630.0,1725,15000,233550
2025-06-05,547500,1630.0,1725,15000,233550
2025-06-06,557500,1630.0,1725,15000,233550
2025-06-09,557500,1650.0,1725,15000,233250
2025-06-10,557500,1650.0,1725,15000,233000
2025-06-11,557500,1635.0,1725,14900,233000
2025-06-12,557500,1630.0,1725,14900,233500
2025-06-13,552500,1625.0,1725,14900,233500
2025-06-16,552500,1625.0,1725,14900,233500
2025-06-17,552500,1625.0,1725,14900,233500
2025-06-18,547500,1620.0,1725,14900,233500
2025-06-19,547500,1620.0,1725,14900,233500
2025-06-20,547500,1630.0,1725,14900,233500
2025-06-23,547500,1630.0,1725,14900,242500
2025-06-24,547500,1635.0,1725,15000,245500
2025-06-25,547500,1620.0,1725,15000,248500
2025-06-26,552500,1620.0,1725,14750,249000
2025-06-27,552500,1615.0,1725,14750,249250
2025-06-30,552500,1615.0,1705,14750,249250
2025-07-01,552500,1615.0,1705,14750,249750
2025-07-02,552500,1615.0,1705,14750,250250
2025-07-03,552500,1625.0,1705,14750,250750
2025-07-04,552500,1640.0,1705,14750,250750
2025-07-07,557500,1655.0,1705,14750,250500
2025-07-08,560000,1660.0,1705,14750,250000
2025-07-09,560000,1670.0,1705,14750,249250
2025-07-10,560000,1670.0,1700,14750,248750
2025-07-11,562500,1685.0,1700,14750,248250
2025-07-14,592500,1685.0,1680,14750,247000
2025-07-15,582500,1685.0,1680,14750,246000
2025-07-16,582500,1685.0,1680,14750,245250
2025-07-17,592500,1685.0,1680,14750,244900
2025-07-18,592500,1680.0,1680,14750,244500
2025-07-21,597500,1680.0,1680,14750,244500
2025-07-22,597500,1660.0,1660,14750,244500
2025-07-23,605500,1650.0,1660,14750,245000
2025-07-24,650000,1650.0,1660,14750,245500
2025-07-25,640000,1650.0,1635,14750,248500
2025-07-28,650000,1650.0,1635,14750,253500
2025-07-29,635000,1640.0,1635,14750,256500
2025-07-30,652500,1640.0,1625,14750,259500
2025-07-31,647500,1640.0,1625,14750,265000
2025-08-01,647500,1640.0,1625,14750,269000
2025-08-04,655000,1640.0,1625,14750,269000
2025-08-05,655000,1640.0,1625,14750,268500
2025-08-06,655000,1630.0,1625,14650,266500
2025-08-07,655000,1615.0,1625,14650,266500
2025-08-08,655000,1615.0,1615,14500,265000
2025-08-11,655000,1615.0,1605,14500,265000
2025-08-12,655000,1620.0,1605,14500,265000
2025-08-13,655000,1610.0,1605,14500,265000
2025-08-14,677500,1610.0,1605,14500,264500
2025-08-15,692500,1610.0,1605,14500,263500
2025-08-18,735000,1620.0,1605,14500,263500
2025-08-19,775000,1660.0,1605,14500,263000
2025-08-20,775000,1640.0,1605,14400,262500
2025-08-21,797500,1640.0,1605,14400,262500
2025-08-22,785500,1625.0,1605,14400,262500
2025-08-25,785500,1620.0,1605,14400,263000
2025-08-26,765000,1605.0,1605,14400,263000
2025-08-27,780000,1615.0,1605,14400,263000
2025-08-28,785000,1615.0,1605,14400,263500
2025-08-29,785000,1615.0,1605,14400,267000
2025-09-01,785000,1630.0,1605,14400,268000
2025-09-02,785000,1635.0,1605,14400,268000
2025-09-03,785000,1635.0,1605,14400,268000
2025-09-04,785000,1635.0,1605,14400,268000
2025-09-05,785000,1635.0,1605,14400,267500
2025-09-08,785000,1630.0,1605,14400,267750
2025-09-09,785000,1625.0,1605,14400,270000
2025-09-10,785000,1625.0,1605,14400,271000
2025-09-11,785000,1625.0,1605,14400,271000
2025-09-12,785000,1625.0,1605,14400,273000
2025-09-15,785000,1625.0,1635,14400,273000
2025-09-16,785000,1625.0,1635,14400,273000
2025-09-17,785000,1625.0,1665,14400,273000
2025-09-18,785000,1625.0,1665,14250,275000
2025-09-19,785000,1625.0,1665,14250,275000
2025-09-22,785000,1625.0,1665,14250,276000
2025-09-23,785000,1615.0,1665,14250,283000
2025-09-24,785000,1615.0,1665,14250,287500
2025-09-25,785000,1615.0,1665,14250,296750
2025-09-26,785000,1610.0,1665,14250,310000
2025-09-29,785000,1615.0,1665,14250,323500
2025-09-30,785000,1615.0,1665,14250,333500
2025-10-09,785000,1620.0,1665,14250,346000
2025-10-10,770000,1620.0,1665,14250,349500
2025-10-13,750000,1640.0,1665,14250,358500
2025-10-14,747500,1640.0,1665,14250,370000
2025-10-15,735000,1640.0,1665,14250,370000
2025-10-16,725000,1640.0,1665,14250,372500
2025-10-17,710000,1640.0,1665,14250,381000
2025-10-20,695000,1640.0,1695,14250,390000
2025-10-21,695000,1620.0,1695,14250,410000
2025-10-22,695000,1620.0,1695,14250,410000
2025-10-23,695000,1600.0,1695,14250,410000
2025-10-24,675000,1535.0,1695,14250,407500
2025-10-27,680000,1550.0,1695,14200,397500
2025-10-28,675000,1540.0,1695,14150,397500
2025-10-29,675000,1550.0,1695,14150,397500
2025-10-30,680000,1560.0,1685,14100,397500
2025-10-31,680000,1575.0,1685,14025,397500
2025-11-03,680000,1575.0,1685,13950,397500
2025-11-04,680000,1575.0,1685,13950,390000
2025-11-05,680000,1575.0,1685,13950,385000
2025-11-06,680000,1570.0,1665,13950,385000
2025-11-07,695000,1560.0,1665,13950,385000
2025-11-10,697500,1545.0,1665,13950,390000
2025-11-11,697500,1540.0,1665,13950,392000
2025-11-12,697500,1520.0,1665,13950,392750
2025-11-13,695000,1510.0,1665,13950,394000
2025-11-14,695000,1510.0,1665,13950,394500
2025-11-17,695000,1510.0,1665,13950,394500
2025-11-18,695000,1510.0,1665,13950,394500
2025-11-19,705000,1510.0,1665,13950,394500
2025-11-20,715000,1510.0,1665,13950,396500
2025-11-21,700000,1485.0,1665,13950,396500
2025-11-24,702000,1485.0,1665,13950,398500
2025-11-25,702000,1485.0,1665,13900,400000
2025-11-26,702000,1480.0,1665,13900,401500
2025-11-27,702000,1480.0,1665,13900,401500
2025-11-28,705000,1480.0,1650,13900,403000
2025-12-01,742500,1460.0,1650,13900,407500
2025-12-02,742500,1460.0,1650,13850,412000
2025-12-03,727500,1440.0,1650,13850,413500
2025-12-04,722500,1425.0,1650,13800,413500
2025-12-05,722500,1410.0,1650,13800,413500
2025-12-08,722500,1405.0,1650,13800,413500
2025-12-09,722500,1370.0,1650,13800,413500
2025-12-10,722500,1380.0,1650,13800,407000
2025-12-11,722500,1380.0,1650,13800,408500
2025-12-12,722500,1370.0,1650,13750,410500
2025-12-15,722500,1370.0,1650,13750,410500
2025-12-16,722500,1370.0,1650,13750,410500
2025-12-17,717500,1370.0,1650,13750,412500
2025-12-18,717500,1355.0,1650,13600,413500
2025-12-19,715000,1350.0,1650,13600,413500
2025-12-22,727500,1345.0,1650,13600,414000
2025-12-23,737500,1345.0,1650,13600,414000
2025-12-24,737500,1340.0,1650,13600,414500
2025-12-25,737500,1340.0,1650,13600,418000
2025-12-26,732500,1330.0,1650,13600,428000
2025-12-29,752500,1330.0,1650,13600,440000
2025-12-30,752500,1335.0,1650,13500,448000
2025-12-31,752500,1340.0,1650,13500,455000
2026-01-05,757500,1345.0,1650,13500,457000
2026-01-06,752500,1355.0,1650,13500,460000
2026-01-07,762500,1435.0,1650,13500,460000
2026-01-08,777500,1500.0,1650,13500,460000
2026-01-09,777500,1440.0,1650,13500,460000
2026-01-12,787500,1420.0,1680,13500,460000
2026-01-13,792500,1410.0,1680,13500,460000
2026-01-14,827500,1445.0,1680,13500,458500
2026-01-15,847500,1450.0,1680,13750,457500
2026-01-16,827500,1450.0,1680,13750,454000
2026-01-19,822500,1450.0,1710,14000,445000
2026-01-20,817500,1450.0,1725,14000,440000
2026-01-21,817500,1430.0,1725,14000,438000
2026-01-22,822500,1430.0,1725,14000,437000
2026-01-23,822500,1420.0,1775,14000,437000
2026-01-26,860000,1410.0,1805,14000,445000
2026-01-27,875000,1410.0,1805,14000,445000
2026-01-28,885000,1410.0,1805,14250,445000
2026-01-29,935000,1405.0,1805,14250,445000
2026-01-30,965000,1405.0,1805,14250,445000
2026-02-02,965000,1405.0,1805,14250,425000
2026-02-03,965000,1380.0,1805,14250,420000
2026-02-04,965000,1400.0,1805,14250,420000
2026-02-05,985000,1400.0,1805,14250,420000
2026-02-06,997500,1400.0,1805,14250,420000
2026-02-09,1040000,1405.0,1805,14250,425000
2026-02-10,1065000,1445.0,1805,14400,426000
2026-02-11,1065000,1490.0,1805,14400,426500
2026-02-12,1065000,1475.0,1805,14500,426500
2026-02-13,1065000,1475.0,1805,14500,426500
2026-02-24,1145000,1640.0,1805,14500,431000
2026-02-25,1145000,1640.0,1805,14600,434000
2026-02-26,1145000,1620.0,1805,14600,439000
2026-02-27,1155000,1620.0,1805,14600,439000
